FFQ	90	51	35	43	618	983	1038	902	882	1025	1035	1012	1168	1277	1268	1413	1503	1723	1846	2056	2206	2490	3022	3074	3459	4240	3834	5005	4895	5089	7274	6919	8949	8477	9206	10806	12990	16329	17407	14605	21736	28126	32052	38709	74337	66533	142813	326113	2142511	0
FFQ	91	321	0	3	680	939	1075	966	910	1020	1046	993	1153	1287	1310	1501	1568	1674	1905	2145	2187	2520	2941	2962	3463	4108	3755	5120	4988	5161	7361	6866	9019	8625	9334	10789	12986	16291	17296	14285	21775	28232	32379	38940	75054	66684	142295	325438	2141730	0
FFQ	92	150	0	0	632	910	1080	885	906	1031	968	964	1158	1243	1183	1394	1379	1697	1785	2001	2156	2368	2881	2793	3375	4089	3730	4831	4825	4796	6995	6715	8810	8269	8835	10545	12427	16103	16743	14491	21237	27577	31676	38484	73347	65811	139323	324401	2156078	0
FFQ	93	11	0	3	662	899	1074	959	982	1006	960	977	1253	1288	1274	1367	1522	1733	1785	2119	2336	2391	2827	2910	3416	4150	3844	4994	5038	5037	7042	6857	8924	8717	9159	11087	12704	16352	17196	14661	21762	28216	31890	39713	74696	65986	142844	332518	2135933	0
FFQ	94	57	0	1	662	908	1044	993	986	956	1013	1014	1182	1188	1247	1417	1428	1788	1903	2112	2290	2434	3026	2960	3424	4172	3809	4837	4931	5051	7082	6808	9123	8743	9151	10837	12573	15868	17222	14859	21474	28190	31494	39552	73705	66060	141579	332297	2139620	0
FFQ	95	1	0	2	638	931	1089	995	971	873	1013	992	1194	1113	1292	1461	1497	1690	1845	2111	2245	2389	2961	3028	3388	4106	3857	4867	5051	5103	7022	6915	8840	8876	8981	11021	12575	15834	17547	15082	21487	28506	31647	40023	74535	66667	146106	337000	2127696	0
FFQ	96	656	0	4	620	939	978	933	891	944	970	974	1171	1131	1257	1397	1428	1668	1834	2075	2180	2321	3070	2862	3205	4102	3712	4922	5092	4916	6997	6930	8849	8911	8755	11020	12517	15926	17366	14848	21412	28130	31395	40104	74854	66336	143435	338100	2130925	0
FFQ	97	4	0	5	653	886	1005	872	899	874	1010	919	1168	1147	1239	1348	1376	1563	1770	2057	2223	2325	3035	2854	3237	3906	3819	4673	4980	4783	6908	6844	8764	8940	8714	11015	12128	15859	17379	14895	21467	28122	31070	40045	74577	65700	142775	343767	2129454	0
FFQ	98	57	0	8	637	946	980	927	958	887	1043	980	1150	1181	1220	1401	1414	1551	1789	2051	2259	2358	3102	2925	3390	4206	3769	4750	5031	5061	6867	7080	8670	9074	8828	11288	12219	15659	17486	15628	21324	28204	31545	40630	74368	67709	154615	343808	2112017	0
FFQ	99	4	0	0	590	851	963	936	861	934	982	901	1200	1135	1225	1369	1366	1493	1865	2029	2109	2236	2992	2840	3174	4066	3650	4726	4935	5020	6866	6672	8770	8885	8558	11051	11926	15544	17157	15202	21128	27606	30883	40051	73777	65340	141592	347503	2130080	0
FFQ	100	6	0	3	634	916	998	876	932	957	942	1018	1189	1194	1309	1424	1401	1571	1798	2103	2241	2218	2992	2967	3215	4086	3893	4803	5041	4968	6816	6768	8541	8852	8701	11054	12062	15527	17296	15389	21132	27583	30625	40924	73631	66382	143714	350152	2122198	0
FFQ	101	94	0	3	651	973	998	965	1029	1051	1040	993	1253	1162	1326	1458	1427	1630	1890	2216	2218	2355	3156	3123	3222	4317	4055	4940	5214	5081	6828	6954	8883	9260	8853	11089	12333	15600	17572	15855	21380	28051	30641	41258	73953	65544	144426	353055	2113660	0
FFQ	102	55	0	1	589	962	1011	921	928	950	1039	1035	1132	1223	1296	1439	1494	1606	1821	2132	2205	2377	3192	2964	3204	4225	4105	4769	5181	4945	6812	6929	8987	9352	8906	11500	12257	15427	17784	16090	21264	28180	31290	41452	75437	65912	147332	362065	2099253	0
FFQ	103	708	4	6	616	848	1056	974	900	954	1009	1025	1251	1210	1350	1432	1500	1587	1952	2150	2230	2469	3205	3056	3075	4259	4049	4750	5170	5062	6935	6867	8852	9293	9047	11226	12300	15097	17913	16489	21688	28524	30370	42552	74170	66245	145305	370700	2091592	0
FFQ	104	75	0	4	643	962	1080	952	982	1026	1010	962	1303	1220	1323	1464	1489	1635	2000	2161	2303	2448	3079	3269	3271	4210	4196	4876	5182	4976	7047	6952	8990	9321	9229	11313	12273	15344	18095	17152	21654	28434	30168	43181	74408	66698	147878	374086	2082690	0
FFQ	105	169	0	5	650	960	1057	927	951	949	984	1008	1190	1231	1343	1405	1516	1644	1875	2177	2226	2450	3104	3158	3158	4298	4066	4658	5233	5002	6802	6900	8888	9324	9100	11427	12370	15064	18396	17018	21810	28531	29962	43382	74339	65625	145815	382776	2078088	0
FFQ	106	62	0	3	647	975	1073	1031	976	950	1012	1045	1233	1180	1409	1446	1501	1629	1872	2209	2215	2391	3163	3137	3179	4207	4144	4916	5211	4891	6798	6867	8827	9425	9078	11432	12257	14527	18231	17309	21690	28407	29437	43963	73536	65559	145239	385674	2077043	0
FFQ	107	2371	0	2	643	922	963	935	990	922	935	1009	1199	1198	1344	1375	1483	1562	1905	2197	2190	2321	2920	3039	3049	4035	4243	4747	5027	4899	6618	6812	8724	9019	9252	11271	12179	14297	18452	17331	21786	28491	29458	44481	73652	66504	146776	406120	2053351	0
FFQ	108	1084	16	26	605	921	1021	946	969	928	929	986	1182	1180	1361	1431	1432	1579	1918	2084	2131	2353	2828	3157	3050	4047	4185	4554	4893	4768	6435	6621	8568	9270	8925	11342	12129	14055	18369	17705	21775	28340	28559	45445	73268	65830	144755	412612	2052431	0
FFQ	109	2303	0	3	630	1021	1050	1006	1027	976	1050	1059	1270	1228	1350	1402	1505	1599	1987	2175	2216	2445	3018	3261	3141	4115	4120	4790	5127	4911	6756	6872	8754	8977	9379	11257	12368	14526	18568	17931	21861	29009	28495	46097	72199	66051	145653	416563	2041892	0
FFQ	110	189	0	1	659	965	1045	1039	964	1027	1093	1041	1271	1331	1365	1465	1558	1670	1973	2189	2183	2487	3042	3339	3227	4334	4442	4929	5397	5132	6954	7032	9060	9527	9288	11599	12781	14372	19238	18657	22509	29581	29115	46914	74726	67272	150807	422251	2021949	0
FFQ	111	7	0	3	645	929	987	964	1003	950	931	1021	1212	1147	1366	1368	1556	1523	1891	2103	2041	2369	2898	3152	3046	4217	4260	4652	5126	5019	6593	6725	8720	8938	9368	11445	12048	13996	18775	18659	21949	28643	27548	48043	71112	66345	145583	439418	2022687	0
FFQ	112	95	0	4	639	981	1012	965	944	951	983	975	1179	1225	1360	1475	1535	1431	1904	2130	2219	2313	2979	3187	2970	4134	4273	4550	4995	4808	6508	6615	8591	8940	9363	11347	12177	13610	18593	18476	21759	28649	27338	46915	71561	66405	148770	448180	2012966	0
FFQ	113	1620	28	17	589	866	965	911	854	872	945	901	1097	1080	1278	1276	1397	1386	1835	1942	2098	2321	2812	3125	2912	3927	4192	4556	4907	4675	6281	6370	8357	8919	9165	11427	11768	13156	18181	18666	21983	28097	28077	46217	71583	66648	147126	461608	2003963	0
FFQ	114	2	0	3	616	905	974	959	988	890	944	963	1153	1161	1316	1326	1535	1508	1894	2105	2150	2312	2875	3243	2869	3887	4314	4508	4992	4874	6374	6632	8420	8944	9196	11442	12068	12996	18791	18768	21841	28322	28052	47065	71319	67311	147279	468664	1994224	0
FFQ	115	46	0	5	654	957	1054	967	1015	925	987	962	1190	1233	1397	1398	1645	1570	2003	2147	2161	2365	2960	3310	3166	4163	4556	4787	5125	5071	6696	6769	8766	9318	9374	11757	12421	13339	19360	20004	22660	29254	28497	48925	73485	68905	150535	483565	1961513	0
FFQ	116	695	21	34	681	957	1023	1002	978	919	993	1018	1209	1190	1359	1362	1553	1455	1930	2158	2260	2486	2799	3376	3212	4066	4522	4673	4978	4972	6725	6726	8532	8969	9811	12052	12288	12632	18994	19648	21989	28715	28960	47224	73770	68658	152058	490025	1957299	0
FFQ	117	227	0	3	667	937	1023	997	971	929	979	996	1219	1300	1397	1495	1580	1498	1999	2046	2258	2422	2883	3410	3139	4116	4748	4762	5021	5115	6747	6852	8730	9101	10020	12577	12436	12788	19496	20350	22893	29115	30304	47680	76828	71700	161093	502341	1923758	0
FFQ	118	34	0	3	621	983	1047	968	945	927	1004	1000	1217	1168	1416	1441	1580	1513	1993	2122	2225	2410	2875	3341	2930	4015	4672	4793	4899	5171	6766	6818	8594	9304	9889	12558	12549	12712	19678	20455	22839	29527	30677	48171	77009	71396	164341	510383	1911955	0
FFQ	119	3	0	4	667	904	1069	984	1028	878	1009	976	1162	1231	1401	1420	1650	1506	1892	2115	2199	2377	2830	3409	3070	3942	4597	4755	4969	5173	6888	6781	8388	9025	9861	12532	12396	12158	19596	20189	22631	28747	30636	47051	76646	70754	158951	520826	1911648	0
FFQ	120	43	0	1	601	905	1001	926	933	921	983	1026	1187	1175	1336	1356	1552	1390	1950	1992	2140	2378	2755	3330	2912	3954	4499	4485	4733	4962	6622	6688	8115	8954	9611	12284	12159	11919	18715	19909	22101	28538	30637	45023	76807	69806	153095	541434	1905078	0
FFQ	121	504	0	7	684	1045	1138	1069	1050	992	1087	1147	1298	1319	1483	1470	1668	1612	2097	2217	2386	2508	3001	3662	3257	4274	4938	5122	5102	5388	7220	7299	8586	9510	10463	13462	13046	12287	20326	21447	23965	29752	32989	48407	81198	74110	173058	553620	1840638	0
FFQ	122	3450	0	0	606	961	1078	1044	969	942	955	927	1230	1189	1353	1429	1613	1461	1903	2090	2197	2399	2799	3389	2999	3891	4686	4925	4793	5063	6951	6874	8211	9357	9680	13095	12416	11798	19520	20733	22903	28970	33383	44498	81947	72638	162170	572559	1844858	0
FFQ	123	7486	46	63	615	980	1085	958	1031	942	1030	1039	1260	1204	1357	1458	1650	1562	2027	2054	2347	2593	2870	3524	3131	4023	4762	5015	4780	5213	7179	6974	8235	9264	10245	13484	12497	11844	19557	20861	23213	29158	35549	44086	84492	74021	173300	595885	1796937	0
FFQ	124	3	0	3	723	1042	1100	990	1055	943	1042	1091	1374	1305	1425	1526	1612	1679	1981	2116	2474	2437	2857	3700	3135	4063	4879	5133	4895	5342	7399	7297	8338	9525	10386	14057	12723	11842	19977	21295	23247	29772	36732	43916	87165	75744	178232	618541	1766757	0
FFQ	125	2	0	2	702	972	1053	975	1021	1007	1011	1010	1283	1217	1426	1492	1642	1524	1991	2107	2434	2496	2685	3600	3024	3877	4734	5016	4634	5146	7146	7013	8353	9504	10191	13871	12381	11441	19433	21013	22556	29019	37215	40837	87787	74307	171295	634781	1766618	0
FFQ	126	3	0	4	705	1037	1129	1056	1079	994	1045	1093	1363	1273	1555	1495	1672	1613	2176	2120	2648	2597	2794	3768	3257	4257	4965	5271	4911	5423	7564	7310	8266	9992	10403	14154	12715	11593	19647	21319	23110	29744	37996	41210	90744	75460	178382	644853	1737046	0
FFQ	127	115	0	4	696	1040	1051	1005	1020	952	1031	1006	1307	1191	1403	1484	1665	1516	2079	2061	2425	2417	2665	3586	3060	3882	4706	4959	4690	5293	7262	7041	7804	9664	10151	14081	12356	11136	19089	20988	22813	29487	38461	39779	91624	74603	175779	678661	1713710	0
FFQ	128	1382	0	5	675	950	1082	981	997	1015	1023	955	1312	1171	1467	1455	1640	1487	1964	1985	2493	2326	2701	3530	2997	3839	4758	5090	4601	5296	7238	7101	7878	9556	10062	13818	12270	11260	19108	21076	22464	28945	38905	39449	90966	74786	181786	685750	1701194	0
FFQ	129	1	0	2	722	1057	1110	994	1012	974	1085	1050	1358	1229	1438	1536	1631	1585	2217	2102	2598	2476	2727	3683	3255	3947	4945	5260	4809	5408	7325	7269	7968	9755	10131	14348	12439	11286	19196	21183	22785	28839	39805	39203	93308	76040	183399	702084	1676205	0
FFQ	130	224	0	1	713	1098	1211	1069	1091	1046	1115	1056	1333	1270	1448	1567	1772	1691	2177	2216	2644	2475	2808	3691	3198	4075	4784	5297	4836	5376	7499	7371	8097	10130	10475	14474	12805	11418	19599	21689	22977	29466	40524	39216	94135	76459	183770	712902	1658483	0
FFQ	131	233	0	7	675	983	1131	1035	1039	979	1065	1025	1359	1186	1445	1447	1672	1579	1987	2119	2551	2252	2770	3724	3034	3807	4958	5195	4593	5340	7287	7093	7670	9687	10057	14317	12360	11261	18988	21287	22666	28832	40249	38391	94172	75546	181462	732349	1649889	0
FFQ	132	2681	0	4	711	956	1092	972	1007	968	1009	1016	1321	1156	1406	1400	1614	1579	1944	2042	2446	2427	2583	3805	2968	3965	4743	5128	4631	5209	7216	6939	7867	9652	10001	14084	12000	11016	18313	20824	21842	28058	39897	37252	92280	74676	178913	744886	1646251	0
FFQ	133	4	0	7	703	1010	1053	986	1037	959	1046	1015	1318	1196	1416	1447	1631	1503	2148	2025	2516	2436	2633	3776	3169	3914	4897	5107	4608	5385	7396	6958	7798	9866	10087	14198	12331	11356	18875	21092	22726	28675	40829	38261	93648	75970	185556	763002	1615176	0
FFQ	134	1262	5	5	656	984	1090	988	1041	1018	1110	1010	1342	1217	1441	1519	1636	1509	2040	2082	2524	2393	2690	3702	3029	3968	4846	5111	4613	5337	7315	7122	7761	9784	9991	14153	12141	11088	18665	21014	22301	28936	40141	37591	93149	74937	183332	774317	1608828	0
FFQ	135	107	0	2	652	993	1080	976	1006	992	1089	958	1279	1195	1367	1441	1630	1503	1972	2014	2491	2247	2714	3644	2956	3739	4717	5035	4487	5201	7016	7068	7584	9476	9740	13923	11849	11102	18514	20806	22016	28120	39879	37416	91203	74234	181857	816471	1576968	0
FFQ	136	92	0	2	663	983	1072	1007	1031	947	1042	995	1337	1152	1402	1411	1627	1506	1930	2072	2491	2227	2576	3754	3084	3709	4720	4947	4609	5308	7304	7123	7591	9896	9920	14200	12219	11173	18439	21192	22284	28696	40108	37512	92232	74314	183647	840030	1547151	0
FFQ	137	58	0	3	644	947	1073	1033	1022	941	983	1007	1336	1233	1400	1459	1676	1567	2026	2122	2524	2324	2688	3669	3058	3850	4914	5101	4626	5320	7246	7203	7449	9894	9964	14286	12200	11268	18526	21158	22532	28925	40412	38212	93677	75386	191487	902850	1471447	0
FFQ	138	22	1	7	685	1101	1097	967	1100	1029	1117	982	1357	1257	1442	1535	1720	1711	1988	2132	2619	2330	2740	3919	3196	3919	4825	5193	4758	5455	7457	7385	7655	9866	9845	14544	12374	11735	18557	21134	22467	28676	40473	37920	93395	75280	191713	922798	1449240	0
FFQ	139	51	0	0	723	1061	1104	992	1122	1078	1113	1030	1379	1206	1453	1534	1792	1634	2045	2207	2590	2407	2685	3815	3183	3844	4865	5293	4773	5480	7464	7386	7515	10001	10054	14232	12510	11665	18693	21380	22479	28956	40751	38310	94053	75139	196556	961846	1403267	0
FFQ	140	114	0	4	688	937	1024	990	952	973	1090	940	1333	1227	1415	1420	1643	1556	1902	1980	2404	2226	2667	3663	2955	3678	4746	5128	4475	5240	7257	7040	7396	9614	9752	14272	12115	11673	17980	20706	22265	28386	40148	37747	92300	74370	195500	1041597	1335228	0
FFQ	141	67	0	5	727	1099	1099	1039	1092	1060	1196	1058	1374	1291	1521	1476	1767	1577	1962	2160	2653	2346	2661	3888	3219	3733	4854	5247	4699	5529	7556	7287	7643	9970	10025	14723	12512	11860	18335	21170	22445	28733	40140	37938	92671	74672	199266	1041799	1323570	0
FFQ	142	124	2	5	675	982	1073	987	1079	1009	1066	962	1376	1174	1373	1514	1756	1534	2034	2135	2498	2330	2679	3633	3187	3810	4793	5234	4585	5535	7385	7133	7471	9825	9887	14409	12192	11768	18148	20900	22340	29220	40378	38374	93356	75158	204200	1128503	1232920	0
FFQ	143	100	0	3	702	1045	1085	1086	998	1019	1106	970	1324	1196	1404	1478	1734	1590	2022	2138	2662	2334	2655	3737	3113	3744	4855	5216	4592	5291	7334	7259	7235	9738	9658	14184	12134	11646	17774	20939	22327	28460	40032	37885	91903	74753	206885	1180038	1183328	0
FFQ	144	8	0	0	726	1043	1094	1018	1088	1043	1124	1006	1431	1262	1452	1446	1801	1663	2019	2137	2599	2331	2745	3838	3123	3866	5020	5332	4673	5527	7648	7561	7241	10319	10168	14416	12782	11895	18263	21498	22798	29715	40663	39447	95000	76780	216350	1206121	1133631	0
FFQ	145	43	0	1	627	1007	1057	1101	1109	1075	1160	1061	1306	1233	1436	1530	1733	1529	1978	2135	2636	2365	2717	3776	3249	3875	4858	5293	4795	5330	7547	7468	7291	10167	9886	14177	12512	11952	18209	21202	22424	28940	40390	38948	93296	77093	224113	1266103	1070977	0
FFQ	146	0	0	7	768	1160	1104	1043	1056	1085	1217	1109	1462	1322	1582	1619	1919	1604	2140	2232	2704	2402	2850	3962	3382	4004	4989	5461	4789	5636	8040	7789	7547	10260	10314	14905	13015	12263	18655	21868	23405	29991	41176	40161	95076	79291	234372	1273830	1038144	0
FFQ	147	3015	1	6	690	1086	1117	1025	1066	983	1110	1031	1350	1154	1459	1536	1728	1614	2022	2121	2616	2430	2699	3775	3303	3851	4782	5359	4722	5425	7671	7550	7132	9948	9940	14398	12778	12003	18198	21030	22937	29893	40337	39587	93806	79045	243407	1402382	907588	0
FFQ	148	2	0	1	688	1067	1159	1036	1118	1076	1099	1023	1412	1307	1370	1613	1840	1648	2112	2144	2666	2447	2816	3912	3246	3865	4842	5282	4701	5565	7689	7499	7182	10128	10091	14510	12824	12284	18126	21588	22550	29579	40449	39843	94016	77776	239779	1458740	856952	0
FFQ	149	59	0	7	710	983	1102	1044	1124	1000	1074	1025	1357	1199	1356	1469	1730	1624	2010	2027	2698	2236	2626	3777	3074	3563	4769	5102	4542	5219	7675	7303	7128	9827	9803	13898	12307	12113	17442	20778	22202	28759	39998	38429	91243	76704	242888	1570673	754816	0
FFQ	150	272	0	5	742	1125	1113	1089	1074	1073	1162	1094	1457	1237	1430	1530	1865	1590	2078	2204	2677	2466	2747	3854	3307	3751	5023	5107	4760	5624	7783	7660	7248	10158	9998	14550	13006	12322	18145	21333	22882	29589	40807	39570	93464	78143	251895	1609642	692202	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Mismatches per cycle and quality. Use `grep ^MPC | cut -f 2-` to extract this part.
# Columns correspond to qualities, rows to cycles. First column is the cycle number, second
# is the number of N's and the rest is the number of mismatches
MPC	1	558	0	0	118	309	276	200	134	178	124	79	97	78	77	60	80	92	75	73	88	59	59	28	58	47	35	35	50	38	16	56	38	30	43	69	36	80	173	1076	3033	0	0	0	0	0	0	0	0	0
MPC	2	0	0	0	2	131	103	72	84	48	50	39	40	14	22	23	12	35	28	29	15	21	31	14	24	11	13	11	11	7	17	9	8	14	16	14	11	27	20	22	45	55	64	113	141	531	2555	0	0	0
MPC	3	0	0	0	0	70	98	83	67	45	40	31	24	18	16	11	21	32	30	21	25	16	20	15	10	14	8	9	10	12	8	6	8	10	10	19	7	12	31	14	35	40	54	79	125	427	2460	0	0	0
MPC	4	76	0	0	0	113	108	86	73	35	45	44	28	21	24	25	22	32	26	31	23	18	23	14	14	12	14	14	12	17	11	11	16	14	10	21	12	18	19	14	40	30	61	94	123	463	2474	0	0	0
MPC	5	2	0	0	0	77	83	76	67	42	35	39	25	19	17	15	16	31	26	23	12	13	20	10	15	13	9	11	9	10	12	9	5	12	2	15	10	13	14	15	20	32	63	96	120	421	2429	0	0	0
MPC	6	0	0	0	0	131	137	154	102	70	81	54	51	40	27	24	42	57	55	49	34	31	34	25	24	26	20	28	12	17	12	12	15	19	14	19	6	21	24	13	30	48	67	88	127	445	2586	0	0	0
MPC	7	75	0	0	17	675	753	554	505	405	344	264	247	210	188	194	174	285	239	198	179	153	165	144	128	90	126	82	87	89	69	82	53	63	60	52	61	63	65	47	59	64	59	116	116	476	2459	0	0	0
MPC	8	809	0	0	33	196	236	162	163	125	94	86	79	70	61	56	59	86	64	49	47	62	60	35	36	38	44	30	29	30	22	33	17	25	23	21	14	35	28	27	28	43	55	98	141	449	2608	0	0	0
MPC	9	0	0	0	3	258	338	220	178	173	132	113	97	96	75	73	84	124	89	92	83	62	61	49	60	63	40	30	28	41	39	40	32	31	18	25	18	31	31	33	36	38	51	49	48	64	113	196	619	1958
MPC	10	0	0	0	1	213	251	192	157	113	91	97	71	77	56	75	74	117	74	58	51	57	47	47	41	35	35	42	28	25	29	21	33	28	15	22	32	36	28	18	40	45	35	52	60	53	131	222	663	2075
MPC	11	4	0	0	1	217	238	188	160	137	87	95	70	61	57	64	56	109	66	80	52	53	45	50	49	35	29	34	44	29	28	29	28	25	24	23	25	30	32	19	29	36	54	44	69	47	139	197	631	2008
MPC	12	61	0	0	2	203	238	208	173	114	103	81	73	57	53	60	72	78	75	64	58	62	47	43	44	42	20	20	31	33	31	27	29	33	23	23	18	26	19	16	35	40	51	47	63	71	99	212	621	2120
MPC	13	84	0	0	3	196	249	214	190	144	97	94	74	67	59	53	73	106	88	61	60	62	51	32	52	35	32	33	28	39	28	23	25	21	29	16	25	36	12	20	38	35	38	54	43	64	127	188	598	2150
MPC	14	1	0	0	1	186	240	205	194	142	110	105	98	70	67	58	70	99	76	76	55	55	44	49	47	28	22	36	30	36	25	25	40	24	29	26	29	36	25	14	43	39	43	52	66	72	134	205	624	2153
MPC	15	0	0	0	6	213	250	220	168	133	108	97	74	104	61	67	72	89	88	92	56	64	39	47	44	40	27	37	31	32	26	22	24	21	20	19	22	20	32	9	42	35	43	50	70	62	130	187	622	2033
MPC	16	0	0	0	1	376	499	420	290	244	224	193	147	126	118	114	77	81	71	79	65	51	63	52	35	43	38	16	26	29	18	32	22	25	24	23	32	28	11	45	41	51	36	58	70	63	125	177	312	2499
MPC	17	0	0	0	0	365	470	427	279	265	208	189	151	150	119	115	90	90	77	72	54	42	44	50	36	44	32	36	29	35	34	31	27	14	19	18	32	25	26	30	27	39	44	43	67	66	110	158	327	2434
MPC	18	0	0	0	3	384	458	406	293	237	232	189	151	106	130	96	99	78	77	70	62	62	58	48	53	40	33	37	23	31	36	25	30	26	29	27	37	19	22	30	41	26	38	39	71	74	137	186	293	2421
MPC	19	302	0	0	2	305	451	358	296	253	209	164	136	128	111	117	92	78	73	74	56	53	50	46	45	32	41	35	23	28	25	20	23	17	26	15	26	30	19	28	39	35	56	54	68	70	139	161	285	2448
MPC	20	5569	0	0	1	349	436	418	276	250	219	180	157	127	99	101	82	90	68	71	55	54	48	38	39	40	34	30	21	31	27	23	21	18	27	19	24	28	19	44	38	36	42	44	72	68	123	183	273	2433
MPC	21	26	0	0	1	373	447	398	305	238	228	180	166	150	126	131	110	94	83	77	70	50	35	52	37	41	32	31	28	26	29	25	33	29	30	14	21	30	23	37	31	41	41	46	58	73	133	202	278	2484
MPC	22	90	0	0	2	320	443	358	285	249	190	184	153	128	91	128	112	81	86	83	67	50	46	55	48	49	33	34	34	24	27	17	26	27	26	19	27	31	23	37	30	39	39	37	72	59	129	167	273	2503
MPC	23	52	0	0	3	358	462	397	320	256	209	175	158	158	110	90	82	76	76	64	72	56	57	53	45	45	32	41	35	22	27	27	21	40	24	32	27	35	19	32	40	42	39	38	58	65	127	172	265	2538
MPC	24	0	0	0	2	344	467	392	321	266	205	182	136	140	116	98	99	87	75	66	41	50	60	39	59	34	39	31	34	23	33	19	22	25	23	19	26	32	17	27	32	37	45	46	70	74	123	168	298	2483
MPC	25	2	0	0	1	332	450	361	302	270	199	178	138	128	116	102	103	76	85	67	49	45	28	42	48	29	35	29	26	23	26	29	31	16	20	25	28	29	17	33	47	41	43	52	54	81	114	200	302	2463
MPC	26	0	0	0	3	348	414	394	280	211	199	161	149	132	105	104	76	80	71	66	51	41	42	50	24	44	25	18	22	28	40	29	23	24	18	26	12	28	25	31	31	37	45	51	47	61	124	169	269	2474
MPC	27	0	0	0	1	330	428	414	303	228	188	155	154	115	81	97	81	70	61	67	61	55	45	43	28	32	35	29	18	22	25	21	24	29	22	19	25	34	15	35	26	27	42	38	57	65	124	193	303	2499
MPC	28	185	0	0	4	346	429	449	303	230	197	188	143	124	87	101	92	80	63	63	67	49	45	50	42	43	32	25	30	16	33	24	31	29	22	24	25	31	21	30	41	35	39	41	59	60	149	198	298	2449
MPC	29	1	0	0	2	357	471	339	297	243	196	177	151	138	107	96	102	76	63	83	51	49	59	30	44	51	31	33	44	28	27	29	17	38	19	17	30	26	15	34	35	36	39	63	54	79	126	159	271	2488
MPC	30	81	0	0	4	321	442	351	247	208	198	174	135	122	109	99	100	74	65	58	53	45	50	31	31	44	28	39	26	27	17	19	21	14	18	19	25	20	26	30	31	44	43	63	66	73	131	173	286	2514
MPC	31	472	0	0	3	369	480	419	269	247	173	182	117	135	96	94	87	73	65	68	65	57	60	41	44	40	40	31	30	24	32	19	24	19	23	23	30	30	16	33	30	38	36	52	68	77	133	192	315	2588
MPC	32	29	0	0	1	328	438	385	276	210	186	162	147	133	97	104	84	73	73	56	52	55	56	38	31	49	33	32	30	29	19	25	28	27	23	21	29	20	13	27	30	34	35	50	44	64	114	161	255	2578
MPC	33	64	0	0	1	346	430	352	276	209	181	158	155	113	83	92	97	78	67	64	57	38	49	35	41	38	35	30	30	28	27	17	24	25	18	22	23	31	21	37	38	37	45	49	41	58	135	173	266	2437
MPC	34	18	0	1	5	372	407	386	283	244	228	146	149	119	113	97	95	65	70	66	65	51	48	41	31	37	34	26	28	28	21	30	25	19	27	22	23	19	20	30	40	27	43	50	55	63	119	162	266	2422
MPC	35	1	0	0	2	356	434	364	277	244	185	172	153	116	94	80	75	61	81	73	60	45	39	41	30	39	36	27	25	22	13	20	23	24	12	19	30	28	13	29	38	35	42	44	67	63	119	173	309	2406
MPC	36	0	0	0	2	349	425	346	280	246	232	161	151	127	127	88	78	74	54	72	56	50	63	60	61	40	30	34	35	20	31	23	23	34	20	24	20	31	23	24	20	32	57	43	50	69	115	166	299	2446
MPC	37	1	0	0	5	337	419	342	273	218	172	143	131	122	100	102	94	71	50	63	47	35	44	44	36	49	31	37	16	20	25	22	18	17	21	18	21	32	15	29	33	36	50	38	49	77	132	184	289	2495
MPC	38	8	0	0	0	358	400	340	254	211	201	173	140	109	117	97	69	83	60	57	58	55	33	36	41	40	29	20	21	29	22	25	23	26	18	28	29	29	22	26	35	34	27	39	37	87	125	180	253	2500
MPC	39	0	0	0	2	357	422	353	292	211	202	156	146	121	110	100	76	91	53	77	48	44	45	36	43	30	36	31	25	21	23	17	15	18	25	33	18	27	16	22	33	37	52	61	46	52	130	171	273	2472
MPC	40	194	0	0	2	317	485	345	274	217	191	187	156	119	111	95	77	78	79	55	60	64	55	46	35	33	38	31	34	34	19	23	25	31	24	24	23	27	24	27	38	32	51	60	49	86	134	168	278	2549
MPC	41	10	0	0	4	343	415	353	282	224	179	171	176	128	121	85	83	84	63	61	58	58	51	32	45	52	36	21	26	38	23	27	29	23	20	23	32	39	19	33	31	29	32	51	47	67	127	209	271	2493
MPC	42	11	0	0	0	319	384	339	276	196	170	159	126	94	95	81	78	67	66	59	41	46	36	30	33	38	20	31	24	25	13	17	25	28	20	26	32	29	24	28	23	27	37	40	48	53	104	184	298	2495
MPC	43	56	0	0	1	369	450	309	278	249	188	161	147	115	109	93	85	72	67	48	54	45	53	40	43	37	25	37	28	36	24	25	31	24	19	15	17	28	25	16	32	36	36	51	52	42	123	183	276	2501
MPC	44	147	0	0	0	285	431	337	248	181	188	158	129	113	107	105	96	71	67	54	44	48	44	31	33	33	25	25	24	26	26	18	20	25	23	20	19	22	28	27	28	27	41	54	69	53	130	176	267	2427
MPC	45	112	0	0	1	323	411	345	283	234	184	158	145	118	119	87	84	85	77	66	61	58	52	38	42	43	33	28	35	27	28	20	29	22	27	19	23	26	23	35	30	41	41	48	57	56	120	174	291	2475
MPC	46	0	0	0	2	309	368	339	260	214	166	161	139	104	101	74	68	55	70	35	48	42	29	32	31	32	30	31	29	20	19	23	16	12	22	28	11	27	16	26	35	33	30	63	48	64	124	187	297	2484
