FFQ	94	43	0	14	467	759	756	726	734	692	750	763	1084	1039	1013	1134	1247	1379	1693	1747	1966	2154	2564	2725	3088	3538	3782	4644	4010	4770	5818	6491	8316	8490	7869	10473	9567	13881	16256	14735	18017	22068	29151	32573	43884	52191	88086	198422	790059	0
FFQ	95	4	0	15	495	781	807	795	806	687	818	796	1018	1017	1053	1136	1274	1454	1595	1803	2009	2088	2555	2829	3063	3620	3837	4666	4151	5047	5945	6536	8375	8428	8130	10393	9706	13972	16445	14782	18045	22299	29209	32706	44750	52948	89358	200729	782653	0
FFQ	96	304	0	21	465	776	784	749	813	737	837	783	1065	1060	1095	1166	1258	1534	1747	1853	1994	2127	2552	2939	3143	3625	3953	4868	4301	4927	6077	6918	8632	8711	8131	10681	9901	14165	16543	14976	18237	22742	29960	33241	45192	52734	89571	203162	774578	0
FFQ	97	6	0	9	480	750	723	785	758	761	768	786	1028	1081	1112	1074	1215	1451	1693	1891	2088	2163	2546	2882	3054	3797	3991	4927	4329	5002	6016	6773	8747	8790	8312	10771	9616	14417	16688	15060	18005	22628	30047	32962	45416	53281	89993	207554	769402	0
FFQ	98	40	0	11	471	829	776	714	782	786	750	760	1082	1059	1140	1100	1249	1554	1700	1873	1983	2186	2601	2979	3205	3801	3947	4715	4499	4969	6037	6793	8775	8769	8503	10894	9696	14534	16767	15425	18293	22706	30099	33436	45514	54591	91872	207127	764235	0
FFQ	99	3	0	13	444	750	764	733	711	707	789	713	1034	987	1042	1093	1186	1399	1708	1800	1974	2132	2537	2818	3041	3668	3934	4702	4241	4821	5909	6519	8576	8417	8284	10383	9503	13985	16392	14828	17546	21980	29298	32271	45116	53155	88950	210348	774423	0
FFQ	100	1	0	16	460	759	721	756	722	729	807	735	1037	1017	1056	1060	1237	1401	1701	1817	1930	2014	2565	2745	3017	3714	3945	4600	4239	4814	5769	6432	8403	8369	8135	10418	9580	13869	16278	14911	17481	21980	29357	32327	45476	53299	88148	211692	774087	0
FFQ	101	11	0	21	510	831	756	790	727	725	794	767	1088	985	1083	1170	1187	1499	1700	1835	2005	2102	2587	2866	3060	3740	3904	4714	4277	4800	5850	6629	8469	8341	8318	10316	9602	13790	16244	14980	17534	21983	29623	32596	44947	52877	88745	211442	772806	0
FFQ	102	37	0	9	486	777	807	821	735	787	768	722	1071	1055	1131	1153	1219	1432	1682	1825	2016	2083	2590	2952	2972	3878	4019	4791	4483	4715	5944	6677	8785	8599	8517	10247	9602	14133	16460	15094	17667	22385	30020	32692	45803	54304	88354	219023	760303	0
FFQ	103	292	2	11	487	867	766	831	777	775	792	795	1037	1072	1066	1150	1238	1545	1646	1859	1993	2152	2651	2994	2997	3661	3957	4802	4477	4863	5861	6620	8662	8540	8372	10633	9387	14210	16441	15498	17594	22209	29890	32791	45155	54269	88167	220846	758923	0
FFQ	104	43	0	24	506	823	826	748	815	772	755	780	1064	1098	1119	1179	1237	1479	1675	1839	1988	2155	2579	3003	2921	3722	3889	4708	4647	4721	5796	6521	8836	8553	8499	10474	9632	13729	16708	15585	17285	22471	29803	32814	45462	54775	88720	221676	757169	0
FFQ	105	90	0	14	499	865	806	809	802	752	849	821	1116	1119	1150	1141	1306	1486	1679	1928	2028	2166	2683	3005	3037	3796	3998	4805	4644	4703	5997	6803	8673	8453	8563	10608	9647	14082	16618	15627	17223	22478	29828	32973	45932	54689	87956	227634	749742	0
FFQ	106	29	0	15	502	801	818	801	770	745	748	731	1036	1054	1188	1128	1244	1448	1716	1856	1980	2134	2528	3013	2933	3686	3955	4569	4476	4546	5811	6734	8443	8492	8263	10334	9469	13597	16333	15395	17089	22036	29694	32380	45824	54525	87531	228793	754430	0
FFQ	107	1125	0	15	507	750	762	742	756	742	755	741	1043	1019	1120	1127	1188	1407	1681	1805	1975	2109	2650	2981	2866	3723	3990	4626	4638	4494	5833	6512	8777	8325	8237	10554	9214	13834	16395	15369	16837	22127	29888	32059	46133	55552	87661	238737	742242	0
FFQ	108	550	7	23	512	747	794	780	784	757	770	860	1028	1058	1139	1101	1286	1366	1672	1884	2001	2215	2642	3049	2910	3715	4005	4664	4658	4486	5787	6474	8707	8607	8374	10458	9421	13984	16472	15809	17377	22312	30240	32490	46558	56602	86856	241092	736540	0
FFQ	109	981	0	13	514	825	770	751	784	734	744	799	1058	1112	1159	1082	1310	1345	1717	1874	1962	2181	2533	3082	2832	3768	4019	4761	4692	4434	5851	6585	8754	8297	8347	10338	9441	13726	16570	15502	17063	22242	30060	32467	45495	55530	87262	240051	740205	0
FFQ	110	50	0	16	576	875	791	852	872	815	855	806	1145	1163	1165	1198	1375	1474	1772	1926	2137	2345	2694	3253	3150	3926	4170	4869	4882	4674	6197	6919	9045	8887	8596	10851	9868	14226	17210	16008	17455	22820	30361	33402	46729	56728	88827	240753	726913	0
FFQ	111	0	0	17	517	775	809	798	723	761	859	735	1058	1086	1177	1069	1335	1433	1661	1831	1953	2141	2582	3092	2946	3741	4126	4577	4503	4408	6002	6633	8887	8430	8358	10551	9226	13620	16624	15575	16757	22041	29921	32158	46564	56555	88205	248294	730506	0
FFQ	112	24	0	21	512	802	768	760	767	713	803	786	1067	1043	1152	1049	1351	1345	1632	1833	1955	2159	2560	3056	2831	3662	4010	4465	4738	4417	5810	6312	8547	8513	8184	10454	9030	13722	16449	15450	16728	22267	29956	32110	46695	57014	89016	253446	725636	0
FFQ	113	782	6	25	494	765	808	773	719	721	817	751	1017	1080	1135	1087	1249	1305	1689	1703	1948	2142	2443	2899	2818	3643	4054	4497	4706	4385	5628	6406	8922	8547	8310	10735	8836	13771	16549	15353	17230	21640	30651	31775	47459	58448	87732	265459	711707	0
FFQ	114	0	0	14	506	828	760	702	811	694	766	786	974	1037	1072	1072	1313	1343	1707	1741	1975	2172	2584	3077	2873	3617	3896	4414	4640	4377	5752	6249	8802	8360	7969	10385	8895	13630	16285	15403	16821	21798	29859	31514	47137	58102	87335	265149	716422	0
FFQ	115	8	0	14	522	854	801	819	770	747	887	840	1111	1151	1181	1147	1408	1446	1791	1906	2054	2188	2655	3042	3057	3809	4233	4728	4803	4585	6018	6691	9037	8816	8510	11106	9501	14096	17003	16102	17533	22401	30649	32275	47719	59430	88829	267754	699588	0
FFQ	116	324	8	35	508	823	816	782	789	717	810	787	1101	1064	1132	1086	1302	1330	1592	1742	2060	2164	2477	3011	2875	3675	4026	4451	4629	4321	5965	6351	8588	8389	7968	10816	9177	13618	16517	15347	16572	22083	30493	31159	47586	59322	87966	274745	702515	0
FFQ	117	69	0	18	499	836	819	804	822	782	842	782	1088	1077	1192	1166	1371	1385	1806	1837	2048	2316	2525	3083	3059	3772	4151	4673	4870	4562	6000	6434	8877	8634	8293	11082	9310	14082	16812	15996	17352	22555	30824	31803	48107	61294	89915	279121	686867	0
FFQ	118	4	0	16	560	886	811	836	815	767	869	872	1153	1091	1252	1229	1457	1438	1820	1890	2177	2395	2610	3179	2958	3918	4315	4762	4945	4639	5953	6645	9004	8800	8562	11426	9501	14429	17115	16367	17729	22656	32153	32041	48748	62479	91080	285295	671962	0
FFQ	119	3	0	14	523	862	816	779	825	711	766	784	1106	1070	1181	1161	1351	1381	1754	1808	2092	2207	2478	3177	2997	3664	4185	4551	4661	4478	6128	6527	8762	8832	8280	11091	9275	13762	16620	15795	17222	22321	31310	31023	48793	62225	88967	290025	677263	0
FFQ	120	14	0	9	499	796	797	707	770	690	755	727	1071	1038	1139	1159	1318	1281	1579	1728	2027	2163	2462	2976	2957	3728	4125	4433	4661	4324	5802	6284	8497	8328	7738	10883	8797	13677	16444	15455	16653	21573	31522	29734	48947	62555	86794	303178	672810	0
FFQ	121	169	0	26	642	993	864	898	956	854	955	983	1214	1165	1377	1336	1561	1610	1949	2007	2256	2496	2835	3464	3267	4113	4603	4981	5293	4907	6499	6948	9388	9449	8819	11934	9892	14768	17759	16803	18179	23570	33172	32284	50271	63857	93351	298667	642218	0
FFQ	122	1602	0	19	522	859	829	833	838	807	839	777	1134	1129	1214	1210	1376	1498	1806	1943	2191	2388	2478	3183	2995	3895	4377	4685	4835	4657	6388	6627	9092	8919	8041	11614	9246	14289	16826	15990	17573	22634	32969	30371	50558	64955	89939	315208	639442	0
FFQ	123	3367	15	33	554	922	810	853	865	834	811	868	1180	1133	1224	1224	1416	1477	1808	1916	2329	2398	2599	3221	3058	3936	4541	4692	5074	4736	6322	6565	9133	9221	8296	11711	9365	14475	16928	16376	17557	22930	33461	30584	51287	65989	91417	323621	622464	0
FFQ	124	2	0	17	539	923	899	816	859	807	899	866	1219	1218	1325	1217	1521	1484	1916	1948	2263	2514	2605	3377	3142	3995	4650	4673	5208	4764	6405	6822	9272	9304	8440	12034	9523	14439	17179	16350	17705	22889	33928	30301	52292	66827	93136	332881	610201	0
FFQ	125	4	0	24	541	854	856	792	875	799	801	782	1127	1077	1222	1184	1390	1470	1759	1814	2192	2266	2345	3191	3087	3731	4357	4498	4771	4388	5988	6401	8806	8821	8062	11345	9036	14024	16757	15933	17047	22250	33317	28916	52176	66433	91169	343936	612972	0
FFQ	126	1	0	15	533	919	887	879	886	807	822	892	1191	1123	1291	1284	1422	1471	1906	1899	2208	2500	2490	3302	3133	3884	4547	4649	4942	4557	6381	6485	8754	9047	8149	11936	9278	14195	16995	16495	17194	22517	33805	29542	52186	67355	93445	345425	601943	0
FFQ	127	79	0	18	557	937	840	791	876	841	776	846	1152	1119	1294	1279	1424	1517	1735	1811	2194	2333	2445	3085	3070	3827	4596	4678	4912	4564	6205	6407	8979	9060	8006	11653	8990	14393	16688	15988	17442	22491	34016	28685	52835	68079	91988	362491	587572	0
FFQ	128	613	1	13	575	869	839	814	796	746	839	820	1094	1079	1225	1202	1312	1423	1731	1758	2216	2368	2457	3182	3064	3733	4460	4669	4837	4612	6292	6430	8835	9094	7948	11810	9118	14378	16533	15980	17298	22288	34341	28628	52954	68994	92526	365587	583182	0
FFQ	129	0	0	9	544	1001	869	900	844	832	859	811	1243	1154	1240	1194	1338	1480	1771	1880	2123	2393	2443	3253	3057	3879	4454	4605	4881	4603	6232	6488	8996	9195	8038	11670	9310	14429	16628	16434	17368	22099	34350	28596	52655	68535	93349	369810	577719	0
FFQ	130	88	0	19	559	878	860	847	911	824	924	853	1218	1136	1258	1275	1442	1545	1777	1887	2229	2424	2554	3367	3208	3742	4603	4531	4926	4712	6242	6517	8886	9152	8200	11772	9274	14260	16539	16365	17119	22466	33932	28253	53257	68330	93916	372560	573922	0
FFQ	131	80	0	24	560	892	815	816	899	825	859	834	1202	1091	1222	1215	1422	1512	1809	1878	2223	2384	2454	3140	3200	3744	4460	4572	4766	4574	6360	6468	8968	9199	8125	11602	8915	14696	16446	16544	17268	22435	34650	28284	53468	69595	93108	382583	563369	0
FFQ	132	1281	0	14	523	903	775	778	851	772	783	798	1153	1081	1184	1164	1348	1485	1679	1833	2196	2280	2365	3091	3107	3521	4391	4491	4715	4388	5952	6257	8577	8689	7750	11454	8784	14212	16044	15916	16802	21849	34138	27379	52641	68100	92400	386672	568989	0
FFQ	133	3	0	16	548	878	804	922	868	805	829	864	1128	1106	1269	1205	1399	1473	1736	1855	2116	2345	2392	3166	3079	3730	4447	4549	4715	4538	6308	6387	8809	9129	7978	11797	9154	14589	16822	16146	17540	22415	34457	28103	53258	68935	93951	393869	553122	0
FFQ	134	485	2	8	554	911	808	807	840	853	861	864	1172	1095	1226	1174	1442	1568	1738	1844	2208	2379	2454	3158	3136	3718	4507	4521	4686	4510	6105	6403	8861	9064	7901	11579	9071	14391	16229	15947	17137	22232	34424	27988	52548	68896	93564	395436	554248	0
FFQ	135	14	0	23	547	875	824	816	845	788	815	790	1200	985	1187	1170	1334	1457	1630	1802	2155	2313	2361	3051	3011	3435	4324	4464	4634	4320	5942	6168	8584	8637	7599	11515	8730	14254	15746	15403	16549	21516	33900	27244	52614	68684	93212	408841	549244	0
FFQ	136	64	0	15	534	873	849	860	844	785	884	810	1163	1038	1203	1180	1370	1494	1675	1747	2119	2276	2420	3235	3149	3620	4364	4622	4594	4442	6048	6420	8743	9073	7834	11618	8885	14557	16001	15798	16805	22016	34199	27450	53352	68744	94389	416086	535304	0
FFQ	137	30	0	14	542	896	844	903	850	757	825	846	1162	1071	1218	1254	1445	1562	1699	1876	2218	2386	2396	3179	3228	3586	4567	4578	4866	4597	6344	6673	8816	9283	8049	11907	8872	15327	16343	16260	17332	22468	34561	28193	53920	69883	97710	434065	506150	0
FFQ	138	7	0	16	638	884	832	883	876	855	848	817	1265	1200	1267	1226	1378	1502	1722	1914	2213	2442	2460	3247	3122	3606	4469	4499	4782	4571	6299	6541	8700	9232	8130	11736	9138	14855	15757	15955	17090	22633	34020	28570	52509	68664	98838	437199	506144	0
FFQ	139	37	0	17	547	929	832	845	891	756	862	816	1201	1085	1269	1235	1474	1613	1739	1916	2203	2474	2476	3258	3139	3619	4473	4646	4852	4448	6384	6561	8546	9152	7742	11695	8984	15145	15967	16106	17039	22523	34063	28701	52926	68714	100674	447403	493573	0
FFQ	140	48	0	15	544	883	836	802	810	857	804	762	1178	1055	1190	1154	1383	1540	1603	1903	2223	2285	2368	3180	3139	3617	4386	4575	4667	4449	6129	6466	8546	9082	7971	11673	8723	14816	15803	15654	16827	22427	34118	28075	52272	69639	100843	474507	469722	0
FFQ	141	40	0	21	563	904	902	836	889	811	862	839	1193	1030	1300	1254	1431	1582	1744	1901	2297	2402	2360	3252	3138	3721	4388	4496	4817	4474	6426	6622	8477	9255	7784	11519	9059	14917	15729	16014	17014	22369	34048	28253	52003	68588	102795	470471	470759	0
FFQ	142	51	0	15	569	906	864	886	856	842	895	791	1218	1053	1274	1229	1461	1581	1756	1890	2241	2457	2438	3296	3206	3612	4370	4586	4807	4515	6391	6870	8640	9091	7989	11696	8872	15356	15780	16046	17078	22606	33959	28860	52454	69196	105244	494938	440818	0
FFQ	143	77	0	14	552	878	835	855	831	817	842	825	1197	1111	1221	1290	1351	1550	1752	1928	2165	2336	2392	3178	3242	3634	4371	4560	4708	4455	6203	6549	8342	9010	7710	11441	8954	14704	15569	15962	16240	22408	33717	28581	51810	68614	107301	511060	428407	0
FFQ	144	3	0	17	608	927	874	849	905	923	962	871	1269	1064	1323	1292	1551	1577	1909	2080	2407	2489	2586	3316	3496	3679	4735	4838	5021	4777	6581	6901	8886	9387	8292	11890	9462	15621	16151	16699	17139	23453	34753	29507	52968	69983	109396	515648	406484	0
FFQ	145	21	0	22	574	942	888	873	867	904	897	877	1285	1105	1281	1286	1468	1612	1832	1942	2256	2398	2461	3296	3407	3630	4459	4606	4882	4586	6516	6851	8420	9357	8059	11417	9147	15400	15912	16392	16946	23124	33997	29693	52051	69326	113495	532805	391984	0
FFQ	146	1	0	26	641	1018	919	954	903	905	928	871	1310	1126	1360	1335	1593	1710	1897	2050	2475	2521	2557	3557	3501	3856	4881	5007	5156	4824	6744	7027	8858	9800	8451	12156	9712	15831	16263	16811	17489	23710	34724	30349	52422	70124	116398	532267	378531	0
FFQ	147	1327	1	19	607	975	912	933	923	915	908	910	1244	1098	1357	1306	1508	1681	1803	1967	2312	2440	2416	3384	3409	3687	4650	4682	4997	4744	6456	6998	8424	9580	8362	11834	9442	15837	16049	16439	17027	23964	34532	30684	51915	71032	119814	570555	339487	0
FFQ	148	1	0	21	656	981	948	833	901	873	939	862	1305	1086	1338	1250	1584	1547	1780	2025	2299	2418	2575	3337	3443	3628	4734	4913	4933	4670	6591	6817	8617	9662	8102	11746	9434	15853	15742	16648	16874	23639	34129	30430	51207	69553	120357	590491	323757	0
FFQ	149	37	0	12	542	881	818	888	841	787	877	855	1181	1077	1279	1258	1431	1496	1684	1845	2183	2355	2365	3196	3212	3485	4414	4543	4734	4417	6164	6731	8193	9205	7749	11211	8847	15212	15279	15824	16276	23080	33391	29716	50511	69350	123644	628569	293840	0
FFQ	150	92	0	14	617	1005	935	849	936	842	936	893	1293	1127	1398	1329	1506	1675	1740	2016	2358	2419	2558	3356	3354	3652	4616	4792	4828	4685	6673	7045	8358	9550	7899	11728	9468	15731	15735	16708	16746	23379	33699	30410	50463	69320	126772	635485	274315	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Mismatches per cycle and quality. Use `grep ^MPC | cut -f 2-` to extract this part.
# Columns correspond to qualities, rows to cycles. First column is the cycle number, second
# is the number of N's and the rest is the number of mismatches
MPC	1	185	0	0	62	129	117	79	54	57	40	27	22	34	27	28	36	18	23	22	22	18	20	14	18	12	17	9	21	18	4	19	14	17	24	40	15	64	134	905	802	0	0	0	0	0	0	0	0	0
MPC	2	0	0	0	2	50	55	43	38	18	20	12	9	6	5	5	10	12	7	8	11	4	8	8	9	6	2	7	8	11	7	6	10	17	12	11	10	15	17	19	29	30	51	87	95	463	802	0	0	0
MPC	3	0	0	0	0	20	22	32	15	13	7	5	8	2	7	4	5	8	5	7	4	10	2	5	2	6	2	4	2	9	4	7	5	4	6	8	11	8	4	8	23	25	28	68	86	415	756	0	0	0
MPC	4	13	0	0	0	40	42	51	40	23	23	22	16	12	17	6	9	4	10	11	11	5	7	4	7	7	4	3	7	4	4	7	6	6	11	7	10	10	10	14	25	25	21	60	88	405	866	0	0	0
MPC	5	0	0	0	0	39	33	16	17	11	15	13	6	4	2	3	10	8	2	6	5	4	7	4	3	4	5	4	1	5	3	1	6	10	5	4	5	9	12	14	21	15	24	53	93	425	843	0	0	0
MPC	6	0	0	0	4	72	79	49	55	42	29	24	17	10	9	12	10	14	13	20	11	12	12	11	10	5	8	6	9	5	9	6	5	5	3	12	8	10	11	13	21	30	28	63	83	409	840	0	0	0
MPC	7	33	0	0	46	469	407	306	238	206	148	153	89	92	75	80	77	110	81	87	43	73	58	38	43	36	40	23	25	43	28	26	25	29	23	19	31	27	15	25	54	36	38	91	83	356	711	0	0	0
MPC	8	344	0	0	8	99	80	64	58	41	30	38	19	25	21	11	11	32	29	33	24	14	18	15	15	10	8	11	6	11	10	10	5	4	7	13	11	13	14	8	20	16	25	52	88	401	869	0	0	0
MPC	9	0	0	0	3	157	154	119	91	73	48	49	23	26	27	27	23	39	31	40	26	27	21	18	28	25	18	15	15	7	10	11	12	19	9	13	9	23	15	15	13	30	25	34	56	32	63	128	406	567
MPC	10	0	0	0	5	107	99	62	56	62	34	40	23	22	23	31	27	30	30	27	19	13	17	14	11	18	7	9	11	14	8	4	15	9	13	13	12	11	15	13	14	23	23	35	44	42	70	136	461	627
MPC	11	0	0	0	5	123	117	60	71	56	37	33	22	30	25	29	19	31	30	24	19	25	23	13	7	21	3	10	5	14	8	12	8	2	12	10	11	12	8	15	14	19	28	23	43	33	68	118	477	607
MPC	12	24	0	0	3	112	121	79	72	58	44	48	22	21	25	15	17	42	27	24	22	16	16	22	15	12	14	14	8	17	8	5	5	12	14	7	19	16	12	17	26	23	15	22	38	40	51	150	460	617
MPC	13	23	0	0	10	115	118	101	87	65	48	44	33	34	31	24	22	38	33	24	26	21	16	12	10	11	13	13	13	12	14	16	12	13	15	6	10	13	17	19	26	20	22	35	52	50	54	133	421	583
MPC	14	1	0	0	7	128	112	89	85	66	39	36	38	26	17	21	31	37	27	25	26	21	28	12	18	14	12	10	15	14	17	9	15	10	11	5	7	12	8	14	20	12	18	27	51	41	71	143	436	618
MPC	15	0	0	0	7	132	129	94	92	65	51	46	32	25	24	26	16	34	34	22	29	28	18	10	15	16	7	11	16	12	8	8	8	9	13	6	10	17	10	8	20	23	20	32	39	41	67	128	465	636
MPC	16	0	0	0	5	185	259	205	130	106	91	80	52	64	42	47	31	37	26	34	21	20	24	14	19	16	11	15	13	10	9	13	9	13	15	7	10	14	12	29	22	19	18	32	47	48	71	105	181	962
MPC	17	0	0	0	4	217	293	192	127	134	98	78	64	46	59	34	41	37	20	27	21	21	9	13	20	14	14	8	14	9	14	14	9	11	12	17	15	16	17	16	20	22	22	30	37	48	78	102	192	894
MPC	18	0	0	0	8	189	238	176	131	103	82	73	45	52	40	44	36	32	24	27	16	17	10	15	17	16	12	9	14	9	9	12	7	9	9	12	12	21	13	21	21	30	25	32	43	54	67	91	162	859
MPC	19	170	0	0	7	170	200	173	128	97	90	66	46	46	30	49	35	43	28	27	22	27	17	22	10	12	14	12	10	10	12	9	14	7	17	11	4	15	11	21	18	22	27	25	57	41	70	96	185	916
MPC	20	2530	0	0	6	188	217	175	110	126	95	86	57	49	46	37	35	39	34	36	20	26	20	19	18	11	9	16	17	8	13	12	15	13	4	9	4	13	13	20	27	18	24	26	46	40	55	102	160	893
MPC	21	3	0	0	4	215	231	160	151	109	80	77	64	52	54	46	46	40	24	29	20	16	21	11	10	12	12	12	18	11	10	7	6	9	12	7	8	11	13	17	24	24	23	28	45	57	78	100	172	926
MPC	22	25	0	0	2	188	272	191	125	93	93	69	67	63	41	36	29	33	20	28	21	18	24	15	19	9	14	18	13	14	19	10	10	15	12	10	13	18	11	13	20	15	26	30	49	42	76	109	163	898
MPC	23	20	0	0	4	182	267	161	130	115	99	82	49	60	46	44	35	40	43	29	27	18	23	20	12	14	21	10	14	7	12	19	16	14	13	6	14	17	11	17	28	32	31	27	44	42	76	101	192	924
MPC	24	0	0	0	6	197	228	186	154	103	105	71	59	52	46	44	39	36	31	24	15	15	18	15	19	20	17	16	14	15	14	17	9	9	8	18	13	16	14	26	21	20	31	30	44	46	74	103	199	941
MPC	25	0	0	0	5	185	245	188	119	97	66	69	56	61	51	50	39	37	28	25	18	13	19	19	15	13	16	12	10	13	13	8	12	15	13	17	15	16	13	16	20	25	19	31	52	51	60	106	181	894
MPC	26	0	0	0	5	188	224	185	133	110	78	76	73	57	47	32	28	36	24	17	24	20	17	10	18	10	16	16	12	7	8	13	13	7	7	18	6	17	17	11	11	25	25	35	51	41	59	126	175	943
MPC	27	0	0	0	1	191	226	191	129	91	86	67	64	49	40	57	44	38	35	21	21	15	17	12	12	18	11	14	11	7	11	5	9	11	13	9	12	18	17	12	14	23	30	39	47	56	55	104	180	959
MPC	28	58	0	0	5	217	242	196	157	105	86	67	56	58	51	37	33	40	31	33	31	25	15	18	20	17	12	19	7	13	10	8	13	10	6	14	7	20	15	22	27	14	25	23	46	54	69	90	182	909
MPC	29	0	0	0	2	196	234	192	120	112	81	71	49	56	51	50	34	35	33	20	25	20	20	14	23	9	13	10	12	12	12	13	14	10	9	18	8	23	17	15	18	24	27	23	26	47	74	107	177	894
MPC	30	22	0	0	6	188	261	163	130	136	93	88	60	57	50	44	26	33	29	24	25	16	20	12	20	19	10	14	11	11	20	15	10	9	14	11	13	13	8	14	15	19	25	36	50	52	70	102	168	919
MPC	31	170	0	0	8	205	258	186	131	119	102	84	81	62	50	49	35	29	25	26	24	34	31	22	22	19	15	21	15	12	16	16	9	11	12	8	23	18	15	16	25	14	26	46	53	48	68	114	196	909
MPC	32	1	0	0	2	187	240	195	121	107	96	70	81	58	42	43	32	29	33	27	14	18	22	13	16	17	13	11	7	9	12	15	11	10	12	17	16	20	20	19	22	24	31	22	43	42	63	104	198	935
MPC	33	36	0	0	10	165	241	177	134	120	105	69	52	55	58	37	37	30	29	25	21	19	21	10	18	15	11	24	14	14	14	10	6	14	9	11	21	13	11	15	18	19	38	39	42	48	54	104	190	877
MPC	34	12	0	0	7	197	269	195	150	121	79	75	85	56	60	44	31	49	35	25	18	23	25	16	19	15	12	17	12	6	12	12	11	15	11	10	19	20	16	16	31	27	24	40	25	55	55	104	174	833
MPC	35	2	0	0	5	178	274	201	141	130	102	69	63	64	56	37	37	37	27	28	22	15	18	15	22	16	14	11	13	14	9	12	11	11	16	14	18	15	16	21	20	17	32	28	43	51	45	93	211	907
MPC	36	3	0	0	6	200	250	188	127	127	96	87	81	62	36	54	39	36	42	30	28	24	17	24	23	17	10	16	9	13	16	6	11	18	14	11	12	14	11	21	22	19	30	30	28	44	75	92	189	888
MPC	37	2	0	0	4	194	241	191	132	104	86	69	64	58	44	39	39	29	35	21	24	17	16	19	16	17	11	17	11	12	15	7	8	14	8	16	10	21	18	16	23	22	30	40	35	62	48	102	190	889
MPC	38	3	0	0	3	188	225	180	145	104	94	71	49	63	61	67	37	30	34	34	26	23	21	20	8	31	13	7	18	11	16	10	13	10	8	8	13	13	14	17	14	14	34	22	31	51	56	95	175	931
MPC	39	0	0	0	3	207	268	179	138	120	94	85	70	57	59	43	51	35	35	22	32	21	15	15	17	18	13	23	11	14	13	8	13	14	9	15	8	13	19	11	19	15	28	32	37	40	57	121	191	855
MPC	40	81	0	0	4	200	288	183	147	104	88	71	67	59	52	37	34	35	37	36	23	26	16	22	15	16	17	14	10	14	15	10	10	11	10	13	12	21	15	17	16	26	39	35	34	43	63	107	184	969
MPC	41	4	0	0	3	195	258	187	151	122	108	66	59	56	70	37	46	40	41	34	32	19	11	21	13	23	18	17	14	16	12	15	7	11	9	13	12	14	16	19	21	20	28	23	34	49	72	104	190	911
MPC	42	1	0	0	10	224	248	206	143	112	93	75	78	70	57	48	44	35	35	16	24	18	21	19	14	17	6	7	11	9	9	13	13	8	11	14	13	20	22	15	25	21	34	35	38	40	74	85	188	882
MPC	43	36	0	0	7	214	276	175	146	119	104	86	72	62	38	45	42	41	29	23	12	20	19	21	13	14	9	17	14	10	10	11	14	12	14	16	15	17	15	17	16	26	19	39	29	53	61	96	201	906
MPC	44	100	0	0	7	193	219	213	133	115	80	72	66	64	51	53	42	38	32	28	20	21	13	24	6	21	8	15	16	13	11	6	15	13	14	9	14	13	15	16	22	23	24	31	37	41	61	106	209	936
MPC	45	68	0	0	3	231	276	226	155	110	98	92	70	54	59	44	39	30	31	23	30	32	15	27	27	20	15	13	9	15	11	10	11	10	20	15	14	14	13	17	19	27	34	30	40	47	64	97	178	872
MPC	46	0	0	0	7	189	246	181	149	114	64	71	52	49	47	38	28	37	46	28	19	25	25	21	20	15	15	10	12	9	11	10	13	18	11	10	19	14	21	18	28	30	19	27	43	47	58	104	166	887
MPC	47	2	0	0	5	184	238	203	143	99	84	83	66	60	62	44	35	44	32	21	22	25	23	16	17	10	10	17	10	10	10	15	14	7	14	18	9	17	17	23	24	19	26	41	57	29	74	114	188	907
MPC	48	36	0	0	5	203	266	190	137	133	94	84	68	53	58	43	31	38	26	27	13	27	10	26	17	16	15	17	13	19	14	10	5	10	10	20	15	8	13	16	19	30	29	33	36	37	76	96	143	905
MPC	49	164	0	0	10	203	274	211	123	105	87	96	58	60	54	49	40	28	28	20	24	26	33	17	15	18	15	7	15	10	12	12	16	16	16	7	12	14	17	17	12	21	21	36	28	43	62	97	179	884
MPC	50	18	0	0	6	183	265	180	170	112	100	82	75	55	36	37	36	33	39	21	27	18	17	21	19	22	16	12	13	14	9	9	14	5	14	10	11	17	13	12	24	17	21	34	43	39	77	101	178	872
MPC	51	33	0	0	11	221	283	195	131	111	70	68	74	54	49	41	31	28	31	21	25	21	25	12	12	10	15	8	7	12	9	10	11	10	13	12	15	18	20	18	19	23	26	36	35	50	61	94	173	966
MPC	52	36	0	0	8	189	203	162	130	107	76	81	55	60	51	32	30	22	21	23	15	23	19	16	15	15	10	15	13	12	11	13	11	15	16	16	11	18	12	24	22	19	20	35	37	62	68	94	183	937
MPC	53	67	0	0	6	215	255	184	164	123	92	86	61	57	44	35	34	32	28	22	29	16	15	18	14	15	8	17	10	18	11	8	16	16	11	9	13	13	21	21	15	25	16	43	42	27	65	90	170	888
MPC	54	0	0	0	7	172	286	179	150	117	99	89	70	56	58	47	47	40	32	28	22	22	14	10	16	17	15	11	18	14	13	13	9	10	6	10	14	16	14	17	13	17	30	43	23	39	51	112	188	821
MPC	55	454	0	0	16	192	262	196	152	121	90	94	78	74	48	44	42	44	38	31	23	21	14	25	15	19	9	16	11	8	6	11	12	18	12	13	26	20	10	14	22	12	17	29	39	43	59	95	165	912
