FFQ	87	622	1	16	1166	1818	1957	1820	1929	1808	2001	1891	2366	2452	2419	2914	2933	3476	3780	4310	4424	5065	5866	6208	7092	8241	8200	10501	9697	11247	14902	14477	18711	18075	19579	22218	25440	33112	35435	32943	43873	56555	67759	77499	135516	135804	266549	601528	3812425	0
FFQ	88	1	0	8	1344	1944	2105	1901	1940	1951	2065	2012	2479	2578	2634	2960	3143	3484	3847	4427	4861	5240	5970	6362	7329	8343	8379	10841	9900	11486	15109	14543	18667	18542	20189	22475	25880	33339	35938	33480	44609	56628	68422	78187	135978	137093	268945	599830	3801232	0
FFQ	89	444	0	5	1235	1919	1945	1824	1837	1952	2029	1861	2355	2444	2584	3006	2989	3445	3661	4252	4572	5003	5847	6294	7106	8499	8166	10385	9723	11061	14847	14317	18780	18173	19691	22482	25310	32658	35575	32754	43992	57024	67038	78188	136421	134841	265577	608839	3805665	0
FFQ	90	84	55	80	1260	1958	2054	1878	1973	1945	2161	1964	2484	2508	2647	2892	3186	3559	3838	4518	4854	5113	6197	6402	7338	8801	8618	10695	10153	11336	15017	14851	19195	18764	20153	22675	25934	33232	36195	33750	44600	57295	68058	79125	137459	137092	271225	613503	3779939	0
FFQ	91	583	0	11	1332	2005	2266	2042	2048	2013	2181	2018	2591	2682	2540	3097	3273	3609	3934	4614	4847	5252	6193	6574	7574	8776	8698	10721	10335	11387	15099	14917	19400	18811	20590	22926	26073	33685	36640	33669	44858	58085	68190	79859	137749	136930	270066	613917	3773949	0
FFQ	92	213	0	11	1244	1891	2108	1920	1893	1881	1928	2069	2498	2479	2513	2818	3032	3231	3728	4366	4649	4829	6055	6374	7075	8581	8255	10353	9865	10926	14615	14315	18467	18296	20132	22018	24834	32643	35191	32976	43052	56317	66978	77640	135961	132683	264150	612328	3809223	0
FFQ	93	16	0	10	1324	1954	2100	1884	1888	2022	2147	2029	2438	2511	2651	2862	3087	3505	3796	4483	4655	5140	6108	6452	7254	8728	8645	10747	10230	11345	15078	14692	19076	18764	19835	22791	25667	33185	36695	34018	44463	57384	67445	80272	137909	134872	270304	627055	3769087	0
FFQ	94	101	0	8	1250	1971	2072	1931	2005	1962	2073	2081	2421	2457	2612	2926	3161	3452	3942	4503	4662	5025	6332	6490	7111	8524	8566	10536	10225	11183	14778	14560	18755	18923	19699	22385	25182	32469	36397	34045	44389	57126	66767	80248	137063	134645	266688	626993	3777904	0
FFQ	95	5	0	9	1253	2021	2099	1903	1951	1972	2055	2072	2515	2578	2589	2811	3186	3540	3914	4563	4676	5059	6213	6587	7051	8744	8693	10551	10266	11127	14617	14800	18798	19113	20016	23137	25249	33009	36474	34678	44066	57331	67056	80976	137141	135451	274039	634661	3757981	0
FFQ	96	1210	0	7	1247	1926	1998	1866	1891	1971	2067	2009	2499	2505	2577	2969	3089	3498	4019	4470	4810	5095	6275	6390	7181	8615	8559	10759	10458	11394	14552	14543	18667	19185	19841	23159	25325	33320	36966	34713	44549	58321	67255	81744	140102	135922	273016	640164	3745897	0
FFQ	97	12	0	6	1283	1889	2009	1875	1914	1881	2039	1961	2421	2423	2644	2863	2975	3406	3983	4427	4786	4904	6226	6466	6899	8666	8826	10585	10563	11088	14396	14813	18920	19296	19752	23118	24711	33025	37077	34906	43901	58043	67013	81187	140329	135547	272036	652193	3739309	0
FFQ	98	120	0	16	1256	1939	2075	1961	1904	1924	1952	2051	2452	2521	2658	2792	3047	3421	3977	4573	4829	4961	6358	6762	6974	8631	8591	10745	10834	11435	14578	15238	19061	19591	20234	23615	24911	32521	37505	35772	44097	58220	67432	82945	139410	138540	288834	652402	3712927	0
FFQ	99	6	0	9	1241	1857	2056	1871	1820	1796	1998	2002	2455	2488	2522	2764	2989	3362	3865	4395	4638	4771	6168	6353	6768	8567	8406	10364	10221	10981	14213	14434	18484	18767	19609	22920	24345	32263	36367	34658	43318	57318	65620	81032	137694	134606	268836	659514	3747858	0
FFQ	100	5	0	9	1264	1896	2031	1888	1898	1927	1999	1968	2468	2585	2588	2779	2924	3431	3903	4394	4670	4866	6386	6413	6789	8580	8611	10317	10320	10788	14047	14500	18520	19048	19360	22860	24342	31788	36433	34973	42991	56511	65973	81594	137489	134152	271219	664115	3740976	0
FFQ	101	123	0	6	1329	2000	2135	1943	2005	1999	2065	2110	2556	2522	2622	2953	2937	3460	3957	4679	4835	4991	6539	6748	6853	8584	8610	10583	10513	10930	14376	14673	18938	19230	19620	22893	24865	32472	36952	35444	43109	57110	66011	81700	139471	134056	273148	667513	3726419	0
FFQ	102	114	0	10	1253	1979	2102	1955	1923	1872	2119	2005	2455	2513	2707	2926	3038	3386	3992	4452	4896	5101	6410	6768	6700	8893	8916	10609	10898	10800	14420	14887	19016	19694	20267	23157	24811	32238	37158	36650	43694	57893	66985	82827	142129	134988	275835	687315	3693830	0
FFQ	103	1234	2	11	1307	2012	2156	2011	1989	1999	2079	2030	2595	2539	2732	2959	3136	3396	4061	4676	4757	4989	6328	6716	6869	8984	9052	10577	10967	10817	14310	14706	18980	19361	20419	23319	24865	31999	37925	36879	43844	57741	65870	84589	141026	134504	273375	701335	3680556	0
FFQ	104	200	0	13	1360	2037	2157	1961	2024	1945	2024	2076	2537	2583	2880	2935	3113	3452	4033	4552	4683	5136	6580	6859	6703	8873	9095	10691	11346	10821	14396	14663	19323	19504	20498	23430	24833	31605	37846	37414	43874	58037	65563	85268	139885	135307	276759	707322	3670387	0
FFQ	105	311	0	10	1283	2073	2130	1981	2048	1932	2062	2055	2400	2538	2840	2860	3244	3565	4120	4515	4691	5053	6313	6914	6785	8884	9042	10753	11241	10862	14406	14839	19348	19571	20642	23710	24588	31709	37987	37637	43782	58007	65392	86449	141718	135216	275212	723715	3652148	0
FFQ	106	121	0	17	1262	2109	2071	2044	2060	1971	2042	2109	2665	2601	2759	3000	3174	3355	4157	4443	4783	5008	6375	6926	6529	8940	8939	10374	10876	10430	14413	14590	19279	19425	20447	23387	24710	31235	38039	37722	43831	58159	64563	85664	140047	134067	271770	729343	3656747	0
FFQ	107	4366	0	9	1232	1946	2068	1920	1980	1909	1963	2028	2564	2508	2688	2829	3218	3228	3858	4290	4607	4961	6078	6791	6559	8878	8985	10089	10924	10289	14103	14217	18855	19009	20150	23501	24420	30716	37846	38184	43440	57462	65005	86390	140898	134876	275763	765816	3615161	0
FFQ	108	2053	33	45	1186	1920	2066	1943	1984	1922	2022	2019	2524	2409	2746	2717	3059	3205	3974	4323	4637	5003	6228	6927	6468	8772	8957	10301	11078	10208	14174	14505	19144	19111	20399	23647	24436	30607	38319	38382	43607	57928	64232	88077	139987	135614	273316	777738	3604620	0
FFQ	109	4103	0	9	1282	2102	2129	1972	2032	1968	2036	2087	2577	2627	2826	2918	3208	3209	4215	4571	4675	5049	6348	6993	6557	8645	9314	10304	11298	10479	14063	14340	19319	19198	20356	23610	24914	30288	38531	38168	43219	58609	63988	88395	138815	135113	274880	780565	3596667	0
FFQ	110	294	0	3	1444	2104	2184	2121	2116	2128	2148	2185	2766	2609	2935	2997	3300	3390	4240	4685	4794	5320	6585	7215	7047	9292	9641	10557	11396	10835	14680	14809	19856	20036	21071	24330	25466	30785	39920	39774	44659	60065	65372	90575	143156	139173	283437	791254	3553821	0
FFQ	111	8	0	9	1271	2051	2063	1983	2015	1935	1965	2142	2513	2491	2757	2839	3276	3129	4115	4341	4714	5107	6241	6902	6625	8899	9101	10036	11226	10153	13966	14141	19135	18654	20572	23776	24513	29782	39631	39174	43464	58309	62118	90880	136807	137118	274999	820575	3561049	0
FFQ	112	160	0	11	1236	2019	2052	1936	1927	1867	2034	2009	2495	2499	2746	2710	3159	3158	4019	4277	4649	5028	6092	6997	6610	8608	9444	10016	10997	10217	13967	14050	18912	18738	20226	23693	24347	29420	39145	38779	43974	57846	62834	89555	137287	137388	278852	837456	3543127	0
FFQ	113	3050	42	54	1197	1916	1990	1903	1922	1830	1928	1997	2447	2362	2696	2761	3096	3089	3891	4122	4463	4800	5790	6695	6298	8490	9167	9851	10642	9945	13659	13805	18768	18405	20063	24110	23764	28835	38595	38810	43533	57227	64336	87991	138665	138082	277181	864963	3519338	0
FFQ	114	0	0	12	1287	1871	2071	1855	1942	1771	1957	1891	2485	2493	2681	2818	3115	3055	4027	4264	4548	4944	5904	7033	6304	8523	9128	10129	10950	10012	13414	14012	18787	18580	20199	23984	23663	28618	39231	39094	43135	56879	63531	88672	137970	138536	277561	873297	3512331	0
FFQ	115	60	0	13	1388	2075	2154	2070	2067	1995	2028	2150	2586	2594	2922	2982	3377	3256	4256	4572	4737	5267	6189	7208	6728	8937	9734	10219	11183	10538	14322	14314	19927	19350	21198	25412	24633	29505	40857	40983	45147	59318	64945	92556	141607	142727	285185	896649	3446640	0
FFQ	116	1263	42	57	1217	2036	2139	1981	2034	1943	2025	1978	2599	2454	2833	2807	3322	3160	4096	4337	4691	5024	6135	7229	6389	8474	9431	9924	10722	10194	13768	13907	19065	18936	20284	24965	24245	28482	39697	40194	44023	57325	65343	88731	141837	141189	284660	910739	3450631	0
FFQ	117	351	0	9	1310	2059	2202	2049	2067	1962	2079	2032	2565	2572	2917	2895	3395	3145	4224	4326	4826	5191	6014	7354	6600	8688	9725	10082	11184	10583	14327	14356	19265	19118	21147	25651	24709	28579	40653	41314	45031	58389	68763	89969	146058	146860	301331	930225	3390400	0
FFQ	118	25	0	15	1248	2054	2090	2016	2021	1934	2120	2096	2548	2555	2915	2928	3507	3183	4299	4465	4934	5274	6002	7545	6836	8988	9906	10276	10921	10630	14370	14501	19636	19603	21124	26749	25166	28842	40897	41911	45859	59475	69655	91372	148277	148812	304836	947998	3356122	0
FFQ	119	10	0	8	1338	2111	2154	1981	2048	1846	2090	2029	2611	2509	2919	2883	3311	3160	4116	4256	4793	5043	5917	7094	6525	8683	9475	10130	10902	10485	14184	14033	19162	19079	20872	26057	23994	27899	40556	40616	44487	58153	68982	88448	146164	146332	298614	969027	3361448	0
FFQ	120	69	0	10	1248	1905	2075	1883	1951	1801	1912	1920	2458	2415	2822	2747	3285	3067	3912	4194	4636	4999	5614	7031	6307	8177	9395	9982	10463	10060	13787	13461	18555	18470	20023	25944	23627	27107	39444	40211	43192	56340	69127	85271	146036	144765	288940	1003639	3354251	0
FFQ	121	913	0	8	1465	2294	2256	2184	2201	2074	2248	2285	2875	2766	3236	3173	3784	3669	4446	4720	5178	5663	6399	7900	7191	9138	10638	11096	11675	11370	15305	15259	20082	20572	22048	28357	25817	29305	42895	44100	47088	61098	73901	91164	154183	153122	321713	1019815	3229850	0
FFQ	122	6363	0	12	1315	2072	2157	2027	2081	1939	2049	2020	2692	2548	2896	2841	3251	3288	4294	4345	4926	5207	5832	7410	6717	8539	10153	10469	10746	10600	14428	14179	18963	19623	20807	27628	24214	27731	41009	42330	44859	58777	74248	85056	156559	150337	305134	1056866	3236975	0
FFQ	123	13298	90	102	1388	2129	2236	2074	2170	2073	2119	2180	2694	2595	2917	2985	3451	3319	4242	4411	5012	5465	5989	7763	6698	8860	10343	10514	11046	10957	15022	14677	19318	20289	21051	28043	24574	28179	41040	43439	45658	58791	76416	84090	160656	152929	321869	1098607	3154723	0
FFQ	124	5	0	14	1341	2197	2266	2191	2162	2132	2215	2183	2792	2717	3028	3121	3496	3418	4531	4603	5254	5507	5912	7795	7053	8925	10438	10814	11129	11230	15268	14890	19631	20706	21271	29201	25055	28375	41462	43332	46258	60163	79409	83918	165280	155718	331085	1137281	3101697	0
FFQ	125	6	0	14	1314	2185	2211	1956	2105	2025	2054	1971	2692	2515	2965	2874	3425	3211	4224	4237	4967	5299	5676	7702	6800	8378	10091	10468	10560	10628	14964	14424	19112	19909	20270	28577	23946	27274	40047	42370	44295	57642	79110	78881	164502	152676	319567	1168350	3109963	0
FFQ	126	7	0	9	1433	2233	2274	2139	2182	2021	2145	2131	2829	2666	3053	3145	3645	3458	4537	4383	5387	5436	5971	7939	6947	8656	10388	10836	10973	11245	15444	14963	19287	20680	20874	29452	24783	27943	41121	43531	45255	58995	81501	79557	169688	155690	331021	1184034	3056486	0
FFQ	127	285	0	8	1325	2141	2229	2081	2133	1959	2110	2075	2797	2530	2965	2973	3424	3363	4269	4292	5179	5301	5793	7740	6732	8443	9957	10701	10601	10934	14979	14543	18600	20352	20314	28751	24016	27331	39997	43078	44505	57738	82193	77249	169791	155073	326925	1243057	3015522	0
FFQ	128	2513	1	15	1365	2053	2204	2054	2099	2082	2048	2015	2726	2655	2935	2947	3369	3279	4259	4239	5099	5254	5724	7746	6723	8409	10204	10739	10478	10716	14883	14424	18770	20207	20314	28640	23618	27454	39644	42384	44928	56906	82920	76452	170394	156377	336792	1253918	2993373	0
FFQ	129	2	0	10	1374	2206	2255	2158	2122	2089	2198	2000	2754	2647	2994	3066	3367	3461	4450	4344	5219	5439	5713	7774	6932	8435	10170	10683	10771	11256	15344	14568	18640	20311	20335	29808	24397	27518	40064	43125	44836	58199	83670	76345	172647	157509	339741	1283789	2951603	0
FFQ	130	382	0	14	1515	2257	2284	2096	2239	2118	2122	2220	2894	2826	3114	3218	3424	3528	4360	4422	5564	5477	5721	7781	6902	8644	10662	10969	10712	11322	15470	15020	18899	20583	20693	29822	24606	27894	40353	43264	45049	58513	84253	75840	174421	156805	341486	1300375	2926193	0
FFQ	131	442	0	9	1405	2180	2228	2073	2242	1950	2133	2098	2732	2583	2964	2995	3422	3355	4287	4347	5257	5307	5560	7734	6906	8238	10055	10797	10576	10953	15282	14393	18408	20468	20384	29522	23903	27627	39078	43032	44502	57426	84838	74918	174279	157356	337822	1334591	2905654	0
FFQ	132	4924	1	17	1357	2080	2209	2019	2067	1988	2088	2042	2733	2479	2989	2965	3280	3347	4056	4192	5235	5244	5450	7659	6731	8010	9994	10481	10217	10865	14756	14295	18205	20188	19450	28911	23118	27208	38356	41631	43286	56446	82321	71783	170451	153978	332891	1357573	2906730	0
FFQ	133	4	0	10	1272	2171	2223	2035	2185	2077	2184	2090	2725	2606	3009	2924	3350	3365	4157	4323	5113	5216	5580	7674	6798	8195	10315	10716	10486	10908	15131	14745	18464	20406	20016	29412	23666	27971	39346	42605	44635	57436	84910	73583	173971	157481	345670	1388974	2846158	0
FFQ	134	2141	15	20	1357	2276	2248	2119	2108	2014	2066	2081	2752	2554	2939	2987	3407	3337	4162	4343	5287	5238	5474	7801	6835	8259	9962	10514	10491	10943	15053	14767	18108	20411	19833	29408	23450	27653	38708	42564	43856	56965	83522	73616	172047	155949	339630	1405843	2841170	0
FFQ	135	114	0	13	1380	2056	2142	2035	2015	1997	2110	1947	2751	2557	2931	2952	3236	3246	4147	4200	4962	5035	5490	7564	6675	7883	9839	10201	10148	10593	14566	14342	17507	19908	19393	28959	22611	27566	37453	41505	42669	55732	82305	71491	170493	153531	338235	1479973	2789820	0
FFQ	136	172	3	17	1374	2085	2183	2054	2058	1938	2110	2040	2817	2508	2970	2907	3389	3255	4169	4317	5239	5123	5507	7715	6849	8050	9984	10500	10376	10704	15011	14509	18091	20416	19566	28939	23337	27538	38103	41893	43174	56631	83835	72364	172123	155021	340863	1521981	2732455	0
FFQ	137	134	0	14	1345	2141	2183	2076	2147	2004	2198	2040	2815	2621	3035	3040	3451	3411	4077	4373	5419	5121	5535	7833	6795	7983	10267	10734	10426	10987	15313	14743	17982	20894	20027	29571	23760	28511	38338	43109	44438	57518	85229	74064	174944	156403	356734	1624093	2598384	0
FFQ	138	26	1	7	1353	2218	2251	2133	2284	2061	2172	2029	2838	2530	3067	3165	3442	3593	4175	4526	5521	5323	5515	7912	7134	8319	10225	10834	10730	11173	15375	15075	17773	21023	19720	29354	24002	28721	38218	43044	43970	57494	84236	74226	172852	155557	356387	1662877	2561790	0
FFQ	139	139	0	12	1454	2231	2139	2126	2077	2027	2156	2023	2834	2668	3054	3065	3617	3508	4152	4424	5385	5226	5549	7669	7026	8176	10241	10733	10586	11062	15404	14916	18181	21375	19887	29506	23942	28886	38281	43127	43623	58042	84776	74325	173535	155862	364271	1727541	2487408	0
FFQ	140	225	0	13	1315	2219	2209	2006	2112	1980	2058	2078	2706	2550	2804	2824	3379	3102	4090	4297	5183	5030	5487	7554	6939	7828	10130	10370	10318	10706	15038	14668	17436	20357	19337	28857	23498	29077	37010	41835	42875	56380	83835	72631	171039	155142	362911	1866032	2368775	0
FFQ	141	138	0	14	1410	2204	2156	2105	2202	2014	2259	2066	2862	2661	3035	3077	3518	3427	4233	4493	5462	5209	5626	7891	7210	8119	10348	10690	10432	11030	15391	15002	17494	20641	19684	29451	23799	29148	37363	42717	43821	57496	83692	74390	172447	154995	370413	1861872	2352535	0
FFQ	142	217	2	12	1371	2211	2232	2161	2101	2098	2135	2100	2783	2600	3020	2940	3439	3326	4099	4396	5481	5040	5660	7945	7016	7972	10254	10710	10541	10867	15565	15196	17334	20492	19824	29346	23921	29523	37203	42372	43318	57958	84167	74407	172579	156198	378287	2008656	2197166	0
FFQ	143	201	0	14	1397	2234	2331	2127	2119	2140	2190	2036	2821	2515	3021	2942	3521	3344	4132	4242	5390	5181	5511	7905	7049	7969	10053	10508	10155	10646	15328	14706	16920	20758	19575	28596	23194	29038	36782	41865	42596	56717	83171	73933	169655	154219	382166	2100535	2114791	0
FFQ	144	11	0	12	1475	2243	2282	2074	2331	2073	2274	2131	2865	2644	3037	3070	3725	3553	4343	4489	5602	5387	5706	8191	7185	8252	10460	11044	10833	11350	15932	15650	17596	21488	20503	30068	24639	30186	38280	43887	45175	58958	85948	76648	175239	158517	399957	2139040	2021884	0
FFQ	145	108	0	16	1413	2314	2230	2095	2172	2012	2364	2132	2914	2540	3013	2959	3552	3478	4060	4382	5530	5300	5634	8038	7272	7979	10294	10642	10590	11271	15838	15465	17474	20928	19945	29550	24440	30143	36723	42502	44326	58472	84467	75541	172146	158666	412705	2246500	1916101	0
FFQ	146	1	0	15	1459	2285	2372	2225	2335	2184	2375	2185	3052	2734	3226	3274	3794	3556	4407	4573	5767	5458	5937	8339	7596	8448	10690	11196	11337	11929	16369	15976	17850	21829	20751	30595	25754	30805	38967	44505	45840	61082	86664	78671	176270	162884	429085	2255301	1856282	0
FFQ	147	5579	2	11	1379	2267	2275	2127	2183	2203	2287	2126	3003	2645	3056	3056	3630	3477	4272	4531	5509	5190	5731	8022	7218	8377	10277	10823	11067	11280	16013	15722	17184	21408	20306	29491	24622	30338	37846	43231	44674	59503	85313	78253	172916	162251	443958	2478699	1632880	0
FFQ	148	6	0	9	1413	2303	2179	2210	2190	2086	2297	2105	3028	2758	3134	3143	3685	3437	4189	4456	5636	5342	5660	8052	7177	8179	10262	10901	10806	11346	16290	15774	17354	21388	20247	29710	24982	30740	37102	43324	44342	59091	85240	77869	172369	160726	438747	2578438	1546396	0
FFQ	149	122	0	19	1346	2139	2108	2039	2070	2051	2118	2080	2848	2484	2934	2905	3376	3297	4073	4273	5300	5132	5424	7682	6806	7806	9987	10466	10410	10721	15287	14987	16552	20569	19556	28759	23666	29522	35625	41699	41963	57595	82848	75464	168605	157879	445493	2778868	1370833	0
FFQ	150	506	1	15	1423	2306	2296	2188	2252	2102	2353	2141	2906	2606	3014	3130	3700	3520	4292	4475	5560	5342	5729	8073	7145	8060	10336	10953	10795	11183	16151	15801	16622	21433	19885	29531	24935	30473	36959	43150	44054	59139	85021	78120	171196	161179	459856	2843947	1260684	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Mismatches per cycle and quality. Use `grep ^MPC | cut -f 2-` to extract this part.
# Columns correspond to qualities, rows to cycles. First column is the cycle number, second
# is the number of N's and the rest is the number of mismatches
MPC	1	968	0	0	204	539	420	356	280	284	184	145	143	102	121	90	137	128	128	107	117	76	70	76	87	84	68	50	77	52	32	83	46	45	86	109	59	169	318	2303	5024	0	0	0	0	0	0	0	0	0
MPC	2	0	0	0	10	172	153	139	102	77	80	45	39	41	38	33	41	46	42	37	23	24	31	32	18	23	17	19	21	17	17	21	26	36	32	37	23	42	39	50	70	90	107	232	248	989	4406	0	0	0
MPC	3	0	0	0	1	129	154	117	93	59	71	47	38	33	26	39	27	52	34	34	33	21	19	21	28	21	14	14	18	13	15	15	11	20	19	24	16	37	35	35	50	77	88	171	251	873	4150	0	0	0
MPC	4	96	0	0	0	173	172	149	89	67	75	57	55	38	50	25	47	58	45	46	21	23	28	20	22	22	24	21	18	31	16	24	8	27	18	32	16	45	48	36	50	67	100	176	223	860	4160	0	0	0
MPC	5	1	0	0	0	121	115	84	95	69	62	48	37	26	27	21	27	44	21	26	27	21	26	17	15	18	11	18	15	13	16	19	14	23	25	30	16	31	29	27	56	65	87	167	252	871	4269	0	0	0
MPC	6	0	0	0	2	216	234	267	168	149	118	84	86	63	74	45	63	95	96	63	58	47	66	44	58	35	45	29	17	44	31	32	17	38	24	47	18	43	36	38	56	56	105	179	226	963	4454	0	0	0
MPC	7	129	0	0	50	1362	1462	1156	897	747	589	564	463	382	353	292	377	442	389	383	307	269	266	190	223	177	200	129	155	147	110	139	118	150	83	103	94	97	100	89	106	126	114	252	265	933	4041	0	0	0
MPC	8	1510	0	0	46	391	342	275	243	168	174	156	129	99	97	85	102	143	115	109	89	73	79	58	69	67	59	56	40	50	47	46	35	50	29	52	22	46	53	29	72	80	92	196	243	926	4237	0	0	0
MPC	9	0	0	0	8	500	605	460	363	330	208	202	178	149	124	145	109	208	136	166	128	127	108	103	71	109	62	56	57	58	56	42	47	42	47	43	32	58	64	46	70	83	96	99	141	125	260	369	1173	3465
MPC	10	2	0	0	4	407	444	310	297	257	157	154	135	124	102	108	111	171	129	114	103	114	79	61	68	47	57	53	43	52	43	38	42	40	28	48	35	54	38	37	74	54	55	86	117	115	249	381	1169	3493
MPC	11	6	0	0	8	379	470	336	271	256	148	164	143	103	109	105	113	167	121	125	106	102	70	61	63	78	55	58	47	52	35	31	62	34	31	45	42	64	45	31	74	54	91	83	102	149	239	353	1203	3428
MPC	12	120	0	0	2	400	429	359	272	225	156	159	151	128	90	103	101	151	129	135	106	105	84	70	85	62	35	65	45	56	36	43	39	44	42	37	49	61	36	45	74	58	76	66	128	126	253	413	1266	3557
MPC	13	133	0	0	12	443	492	358	278	247	182	176	156	147	94	113	110	168	130	144	101	102	95	77	56	67	55	52	50	60	59	49	55	35	41	26	38	43	46	39	86	70	83	77	99	103	227	424	1265	3424
MPC	14	3	0	0	4	441	471	398	326	251	179	158	152	137	108	116	126	151	135	135	96	91	70	69	78	64	47	69	43	59	57	45	45	36	48	42	61	62	50	38	70	60	71	87	126	111	245	432	1226	3534
MPC	15	0	0	0	3	428	477	354	302	265	180	159	145	148	95	112	144	154	133	134	100	107	97	86	83	76	53	57	55	55	54	44	63	37	38	28	46	52	39	37	66	74	114	104	98	136	207	396	1224	3577
MPC	16	1	0	0	5	663	886	734	530	457	363	312	234	241	209	202	172	144	131	137	112	95	85	78	56	66	69	70	61	59	47	32	40	45	45	41	51	60	23	64	58	78	77	86	112	148	208	280	547	4263
MPC	17	0	0	0	3	653	933	735	531	465	372	311	281	269	208	201	148	145	107	128	112	91	92	80	77	71	75	64	46	60	47	43	44	37	32	52	49	54	31	69	58	76	85	82	116	135	213	319	602	4240
MPC	18	0	0	0	9	667	880	742	508	439	334	343	276	270	187	215	168	148	150	129	88	99	74	87	65	63	55	74	49	47	33	44	42	54	40	47	50	66	42	71	69	63	63	91	107	144	202	334	558	4094
MPC	19	582	0	0	3	637	870	722	515	448	360	312	220	271	189	200	152	134	114	130	104	96	76	70	85	68	53	50	56	50	51	28	38	51	38	37	57	58	40	55	50	53	69	84	116	115	196	318	541	4141
MPC	20	10183	0	0	16	634	833	762	524	455	353	322	245	268	216	184	164	153	97	124	107	97	82	79	84	66	42	63	55	40	49	47	42	33	47	52	54	49	41	34	56	69	70	74	126	125	228	295	551	4116
MPC	21	24	0	0	8	630	885	710	490	440	379	355	250	248	194	177	161	135	123	112	110	90	97	63	71	76	44	62	51	43	52	50	38	44	56	39	47	52	39	62	64	60	85	85	120	116	216	292	509	4197
MPC	22	151	0	0	2	655	865	635	519	407	364	301	258	227	188	168	156	128	126	133	102	85	105	74	80	83	54	54	57	40	40	41	50	45	48	41	49	58	35	53	49	77	57	77	117	123	203	279	576	4253
MPC	23	118	0	0	6	624	889	720	546	426	373	304	290	272	190	189	172	142	114	131	106	110	93	77	80	63	60	52	50	63	51	40	36	36	43	43	50	53	32	57	68	67	64	97	106	117	205	316	531	4226
MPC	24	0	0	0	7	635	861	722	523	466	413	334	284	247	221	187	162	141	133	111	97	119	92	87	86	80	65	46	53	51	53	56	53	44	44	50	53	63	47	62	59	57	78	84	121	127	242	303	519	4299
MPC	25	1	0	0	5	633	798	713	550	481	357	337	291	247	190	208	155	131	131	119	111	91	106	79	65	61	57	57	43	56	54	53	55	45	45	45	46	61	26	47	54	67	85	83	137	145	216	285	521	4179
MPC	26	4	0	0	11	635	776	706	505	428	348	320	266	214	211	182	135	141	139	102	93	92	66	78	69	59	50	57	65	50	45	39	34	48	45	40	41	57	51	34	59	72	82	86	110	123	198	304	572	4292
MPC	27	0	0	0	3	596	738	678	532	401	370	289	285	229	205	184	139	122	108	121	91	85	74	85	72	76	49	55	44	47	40	31	51	54	45	45	52	45	47	65	66	78	79	78	119	116	224	251	538	4265
MPC	28	331	0	0	5	700	839	735	555	467	376	314	230	248	189	172	150	149	109	115	103	85	69	65	65	55	53	60	45	51	59	42	43	46	37	29	43	57	36	46	50	69	73	83	123	129	188	297	538	4221
MPC	29	3	0	0	8	650	832	692	519	430	373	331	252	238	191	160	162	132	129	123	116	87	91	75	74	82	59	60	52	46	55	54	40	40	44	38	43	43	24	62	57	69	74	99	105	117	211	342	535	4150
MPC	30	111	0	0	6	603	803	670	535	412	332	304	262	227	175	180	145	111	115	109	108	93	99	79	75	67	56	62	51	51	53	43	43	48	47	39	50	51	37	43	61	75	70	89	105	127	229	307	537	4325
MPC	31	873	0	0	6	626	870	705	535	415	355	306	275	245	218	185	167	151	125	141	100	82	119	75	84	70	54	55	55	60	40	49	47	41	32	45	48	52	35	50	59	64	77	92	99	110	216	305	497	4280
MPC	32	25	0	0	3	641	833	753	473	410	349	305	258	232	184	190	158	150	124	121	87	87	82	78	86	69	37	63	41	45	38	46	43	43	39	46	36	61	44	49	67	61	89	112	87	124	204	318	532	4311
MPC	33	134	0	0	4	608	797	678	503	384	331	296	279	212	187	148	159	120	112	92	88	77	77	69	65	54	40	56	44	48	52	40	41	37	40	38	41	51	34	45	63	46	83	99	120	143	261	305	502	4306
MPC	34	36	0	0	7	654	852	666	542	423	383	288	247	226	197	184	165	129	117	104	102	106	89	60	73	73	56	65	55	48	32	47	51	34	66	49	53	46	45	56	59	67	69	91	86	110	203	338	500	4242
MPC	35	3	0	0	5	632	854	659	497	453	385	292	232	228	191	167	139	137	111	109	95	95	83	65	69	69	55	68	59	63	47	61	36	54	51	43	44	52	48	57	58	79	87	92	103	128	212	334	481	4287
MPC	36	4	0	0	4	708	864	700	573	430	380	322	292	224	219	158	167	135	144	129	111	104	90	90	80	70	64	70	50	60	41	42	46	52	35	42	44	58	52	49	58	78	92	103	113	113	193	305	495	4256
MPC	37	6	0	0	5	606	777	718	512	363	329	318	274	215	186	177	138	155	117	120	99	71	78	86	73	66	48	45	52	61	35	48	24	43	50	35	36	50	43	59	67	72	70	86	104	125	220	290	538	4188
MPC	38	14	0	0	8	650	771	675	515	379	344	290	260	231	214	169	155	123	105	124	94	95	90	68	61	56	53	49	42	43	39	41	43	38	45	38	48	53	34	46	52	44	70	99	96	130	212	296	521	4292
MPC	39	0	0	0	3	607	854	674	549	436	369	289	288	230	174	182	163	134	114	110	109	82	94	76	80	77	56	61	40	53	40	43	37	35	41	46	48	49	33	58	61	67	70	93	93	119	229	296	522	4316
